[16:54:16.560] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2758661, egress-ts=2769447, deq-depth = 7, deq-bytes=10500
[16:54:16.562] [bmv2] [I] [thread 5971] flow-id = 792592772646899961271832018950,ingress-ts=2758681, egress-ts=2772227, deq-depth = 9, deq-bytes=13500
[16:54:16.563] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2759633, egress-ts=2773785, deq-depth = 9, deq-bytes=13500
[16:54:16.565] [bmv2] [I] [thread 5971] flow-id = 951048653736085861918943739910,ingress-ts=2759654, egress-ts=2775559, deq-depth = 11, deq-bytes=16500
[16:54:16.569] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2761738, egress-ts=2778682, deq-depth = 14, deq-bytes=21000
[16:54:16.570] [bmv2] [I] [thread 5971] flow-id = 792592772646899961271832018950,ingress-ts=2761760, egress-ts=2780723, deq-depth = 14, deq-bytes=21000
[16:54:16.572] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2762468, egress-ts=2781922, deq-depth = 15, deq-bytes=22500
[16:54:16.574] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2762915, egress-ts=2784521, deq-depth = 17, deq-bytes=25500
[16:54:16.575] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2763697, egress-ts=2785760, deq-depth = 17, deq-bytes=25500
[16:54:16.578] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2763966, egress-ts=2788357, deq-depth = 18, deq-bytes=27000
[16:54:16.580] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2765997, egress-ts=2789613, deq-depth = 17, deq-bytes=25500
[16:54:16.581] [bmv2] [I] [thread 5971] flow-id = 951048653736085861918943739921,ingress-ts=2766111, egress-ts=2791993, deq-depth = 20, deq-bytes=30000
[16:54:16.583] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2766429, egress-ts=2793106, deq-depth = 19, deq-bytes=28500
[16:54:16.585] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2766883, egress-ts=2795388, deq-depth = 21, deq-bytes=31500
[16:54:16.586] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2768188, egress-ts=2796955, deq-depth = 21, deq-bytes=31500
[16:54:16.588] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2768494, egress-ts=2798759, deq-depth = 22, deq-bytes=33000
[16:54:16.590] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2769680, egress-ts=2800073, deq-depth = 23, deq-bytes=34500
[16:54:16.591] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2770145, egress-ts=2801649, deq-depth = 24, deq-bytes=36000
[16:54:16.592] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2770413, egress-ts=2802727, deq-depth = 23, deq-bytes=34500
[16:54:16.594] [bmv2] [I] [thread 5971] flow-id = 0,ingress-ts=2770663, egress-ts=2804252, deq-depth = 24, deq-bytes=36000
[16:54:16.595] [bmv2] [I] [thread 5971] flow-id = 951048653736085862611290393361,ingress-ts=2772579, egress-ts=2805736, deq-depth = 23, deq-bytes=34500
[16:54:16.596] [bmv2] [I] [thread 5971] flow-id = 792592772646899961271832018961,ingress-ts=2772601, egress-ts=2806778, deq-depth = 22, deq-bytes=33000
